Lemma,Cluster
remontar,715
enfrentar,3414
utilizar,304
testemunhar,55
curtir,3168
fotografar,420
totalizar,3424
interligar,462
virar,1630
dar origem,1588
apostar,1161
custar,3823
depender,1338
transferir,1365
desenvolver,181
esmerar,3126
significar,1641
influenciar,2548
inspirar,425
constituir,181
compor,1430
instituir,181
aceder,22
escalar,1522
operar,3521
fechar,890
integrar,420
valer a pena,895
quer dizer,1793
modernizar,1356
relembrar,2354
conceber,536
cercar,60
limitar,935
proibir,672
expandir,1624
cultivar,19
somar,1932
simbolizar,1641
consumir,621
festejar,1177
promover,425
navegar,246
qualificar,1250
recusar,1728
arrepender,188
arrepender-se,188
inventar,859
consertar,1069
fritar,2510
grelhar,3413
assar,1149
irromper,997
desertar,614
emigrar,3654
retirar,50
demitir,2972
desocupar,171
esculpir,179
tirar foto,1793
referir,1548
esboçar,3039
endereçar,128
aparentar,96
cheirar,2608
soar,1169
alegar,1285
admitir,2332
anunciar,818
afirmar,32
atestar,1274
comprovar,1274
fronteirar,200
envolver,2548
ser como,895
reclamar,3460
comentar,192
confirmar,1274
conjeturar,32
descrever,430
detalhar,430
exclamar,46
exultar,1205
arriscar,1893
insistir,853
mencionar,1548
notar,3061
acampar,64
habitar,969
residir,1213
amuar,3812
orar,3378
proclamar,24
professar,2332
pronunciar,701
propor,1987
reafirmar,1753
refutar,1655
reiterar,1753
relacionar,128
relatar,496
sorrir,3972
sugerir,1987
ousar,1121
coruscar,200
flamejar,2714
chamejar,2714
cintilar,586
brilhar,586
vislumbrar,2350
refulgir,395
resplandecer,395
reluzir,586
iluminar,2986
ascender,1288
deslizar,729
serpentear,200
serpear,200
mover,3509
espiralar,1921
desviar,860
balançar,794
ondular,2348
trançar,475
enrolar,646
ziguezaguear,175
precisar,1338
agendar,278
analisar,1696
examinar,1696
checar,861
vasculhar,97
revisar,3824
revistar,97
investigar,1696
monitorar,420
sondar,2317
intrometer-se,2548
escanear,3300
escrutinar,846
peneirar,3246
folhear,2853
inspecionar,1491
varrer,486
diferir,497
mimetizar,1822
assemelhar,597
variar,497
co-ocorrer,392
coincidir,590
arrasar,317
fazer contato,1793
impactar,1157
engatinhar,729
proliferar,644
aglomerar,3726
estar junto,895
adornar,2985
recobrir,882
encapotar,1912
enfeitar,2985
decorar,808
pontilhar,101
incrustar,1921
encher,287
ornamentar,2985
alinhar,940
desarrumar,3368
pavimentar,9
agir,2230
executar,2198
dirigir,1452
engajar,425
empenhar,3126
definhar,10
pousar,3835
desmontar,715
fazer mochilão,1793
ser suficiente,1588
abstrair,2713
bater carteira,281
furtar,3085
roubar,144
curvar,3071
dobrar,2856
detectar,3275
discernir,2350
encontrar [alguém],1793
perceber,2350
registrar,420
espionar,683
fazer ideia,1793
descer,1028
pular,1880
montar,715
rodear,60
aterrissar,1071
fazer um tour,1793
experienciar,55
viver com medo,1793
fazer turismo,1793
fazer nome para alguém,1294
vir de,252
datar,3658
sobressair,96
escapar,1873
debandar,614
sumir,2282
entrecruzar,462
mergulhar,569
cair,2499
vadear,2994
vaguear,1857
beirar,1962
vergar,3159
afastar,941
tecer,2804
sentir aversão,1588
abominar,1604
deliciar,205
desesperar,650
menosprezar,556
detestar,1604
desgostar,1604
temer,1142
invejar,1304
lamentar,75
odiar,2670
amar,2076
prantear,75
apiedar,75
ressentir,650
comandar,659
apreender,3828
prosseguir,853
ocorrer,1084
sofrer,3086
apagar,601
encobrir,235
amortalhar,961
mascarar,235
obscurecer,2986
obstruir,1370
ocultar,235
blindar,742
velar,1664
embasbacar,96
relançar,1868
arregalar,291
palpar,3757
espiar,683
espreitar,729
saborear,205
fungar,777
escutar,571
compreender,2350
amigar-se,200
coabitar,969
cortejar,3624
envelhecer,159
amadurecer,1172
fruir,1617
simpatizar,1604
brocar,622
caprichar,3126
conservar,975
conferir,861
condizer,1289
condicionar,2548
compensar,245
comparar,1696
climatizar,1470
guiar,3473
gratinar,1982
gelar,2498
estacionar,1800
feder,1119
sentar,2546
sofisticar,1517
solicitar,913
sossegar,2744
subir,1028
tumultuar,1719
zoar,3371
gastar,1004
perfazer,3424
petiscar,762
cuidar,3957
desorganizar,1006
diferenciar,128
aceitar,1728
adequar,940
almoçar,762
badalar,986
refrigerar,3662
relaxar,2393
revitalizar,1356
salgar,3816
animar,2556
ambientar,55
apertar,1218
arborizar,9
arejar,3013
equipar,3774
entornar,115
demorar,3434
pecar,1133
requintar,1517
reformar,1167
entregar,54
patinar,3845
indicar,128
informar,128
medicar,1079
lotar,2192
legendar,836
lanchar,762
limpar,486
matar,2528
capacitar,1250
banhar,2482
entreter,1562
pilotar,234
cantar,433
performar,1110
comparecer,785
tombar,3627
desfilar,589
surfar,1610
dedicar,304
publicar,1622
palestrar,1143
debater,731
avaliar,1696
discutir,731
expor,2396
degustar,205
demandar,1770
contactar,545
telefonar,545
rezar,3772
ministrar,1332
prender,602
acender,307
deitar,899
contemplar,2350
rir,1400
repetir,47
desligar,350
por,1199
cursar,1339
diplomar,1441
radicar,1213
assolar,3329
reviver,2354
acusar,1626
cismar,2929
desistir,853
desconfiar,32
render,3950
dar de cara,252
rodar,2557
apontar,128
tampar,2922
morrer,120
prejudicar,2548
convir,3316
minimizar,1422
gritar,3369
enxergar,2350
remover,50
aplicar,304
enxaguar,983
lavar,2964
agitar,1087
reutilizar,1898
diluir,2722
enxugar,2324
testar,1762
interromper,143
jurar,2382
colidir,3351
refletir,265
dispersar,821
difundir,987
provocar,228
tender,2468
sonhar,842
controlar,420
apanhar,389
renunciar,1203
abdicar,1203
disfarçar,235
obedecer,483
alterar,50
apaixonar,331
vir à mente,895
adaptar,940
aprovar,1241
regulamentar,3420
inviabilizar,2548
chacoalhar,794
assinar,2848
reter,2534
beneficiar,2548
nomear,501
demonstrar,430
dissipar,821
coçar,1653
colaborar,1613
desandar,794
fornecer,333
prometer,818
repassar,1365
extrair,950
estrelar,349
culminar,434
consistir,590
expressar,1976
insultar,316
replicar,47
dormir com,281
transubstanciar,224
desabar,1649
oscilar,353
guinar,2423
noticiar,1714
prevalecer,590
divergir,497
revisitar,1343
elaborar,1987
selecionar,546
assinalar,1548
julgar,902
fracassar,271
fazer amigo,1793
verificar,1696
reproduzir,47
tranquilizar,941
dar bola,611
levar susto,1793
desabafar,192
suspirar,331
pisar,3171
preocupar,650
necessitar,1338
adivinhar,1460
prestar conta,1793
criticar,192
re-emitir,200
negar,1285
votar,1280
levar em conta,1793
desmascarar,192
unir,2554
perturbar,481
adicionar,50
retornar,1275
ressoar,1224
prenunciar,1460
soluçar,1144
cessar,2730
almejar,842
abaixar,1038
abalar,3134
abanar,3215
abarcar,3448
abater,3049
abençoar,479
abocanhar,1545
aboiar,701
abracar,572
absolver,902
absorver,950
acalentar,572
acalmar,2744
acamar,3633
acariciar,572
acelerar,564
acenar,2400
achatar,920
acidar,295
acimar,1457
acionar,350
acudir,3298
acolher,856
acometer,170
acostumar,650
acumular,1518
aderir,330
adiantar,1517
adoecer,10
adormecer,3278
afagar,572
aferir,3796
afogar,2470
agradar,153
agredir,1904
agregar,420
aguar,1727
aguentar,650
ajeitar,3368
ajoelhar,2522
ajustar,940
alagar,801
alastrar,644
alegrar,2556
alertar,2945
alfabetizar,392
aliar,2006
alongar,185
alternar,1517
alvejar,506
amamentar,1619
amarrar,602
amassar,646
amolecer,850
amparar,1328
anoitar,200
anoitecer,1350
anotar,2500
antar,200
anular,3344
apedrejar,703
apenar,1548
apimentar,809
aplaudir,1984
apodrecer,10
apor,3728
aposentar,159
apossar,144
aprofundar,1613
apropriar,181
aproximar,941
apunhalar,703
apurar,2250
aquecer,3662
aquietar,2744
arder,3887
armar,2013
arquear,712
arrancar,389
arranhar,1926
arrotar,3560
arruinar,1536
articular,410
assaltar,1427
assediar,703
assegurar,1824
assobiar,701
associar,597
assustar,481
atar,2883
atear,3963
atentar,32
atrapalhar,2548
atrasar,564
atrelar,1961
atribuir,597
atropelar,703
atualizar,948
aturar,2711
auscultar,55
autorizar,578
averiguar,1696
avermelhar,1921
avistar,2248
babar,2867
bailar,433
baixar,1038
balear,2800
barrar,2481
basear,2815
batizar,1247
beijar,2967
beliscar,389
benzer,3428
boiar,3303
bolçar,1289
botar,1640
branquear,235
brindar,1177
caber,1837
cadastrar,785
calar,3503
calcular,221
camar,200
canalizar,181
cansar,199
cantarolar,701
capotar,3351
caracterizar,128
carcerar,200
castigar,703
cativar,153
causar,228
cear,3489
chocar,2576
chover,7
chupar,268
cicatrizar,1796
cincar,200
cisar,3149
citar,3805
coagular,714
colecionar,2365
coletar,897
combater,2356
complementar,39
comportar,650
comprimir,920
comunicar,1365
concordar,556
condenar,902
conectar,462
confiar,32
configurar,948
confundir,556
congestionar,1800
conglomerar,200
consentir,3233
constar,88
constatar,2350
consultar,3452
contatar,545
contorcer,291
contornar,1517
contrabandear,1682
contrair,1173
contrapor,556
contrariar,556
convencer,941
conviver,55
convocar,1792
convulsionar,291
coordenar,420
copar,200
corresponder,374
corretar,200
corromper,1006
costumar,1517
costurar,1838
cotovelar,200
cremar,3688
cumprimentar,753
curar,2796
cutucar,2052
danificar,727
deambular,729
debilitar,1006
debitar,2914
debochar,556
debruçar,846
decolar,1277
decompor,89
decorrer,434
decretar,24
deduzir,32
defrontar,3414
deglutir,576
delatar,1774
delegar,659
deliberar,1564
delirar,331
demolir,1862
demostrar,430
denunciar,192
deparar,2248
deprimir,481
derreter,850
desabilitar,948
desacelerar,564
desacompanhar,895
desacordar,556
desafiar,3414
desamassar,727
desanimar,853
desassociar,597
desativar,948
desbravar,1558
descartar,50
descentralizar,181
desclassificar,556
desconhecer,556
descontinuar,853
descorar,1921
desculpar,192
desdobrar,181
desencanar,650
desentender,848
desferir,523
desfocar,885
desidratar,1921
deslumbrar,96
desmaiar,1102
desmerecer,556
desonerar,1321
desorientar,1006
despedir,753
despejar,1135
despencar,1649
despertar,3278
despontar,1172
desqualificar,556
destacar,1548
destinar,304
destruir,1006
devir,1335
devolver,1365
diagnosticar,73
dialisar,200
digitar,583
discar,30
discursar,340
dissolver,821
distanciar,941
distender,185
distinguir,128
distorcer,1006
divulgar,987
doar,2934
documentar,420
doer,813
dourar,737
domar,3571
domesticar,312
dopar,396
dosar,2173
dramatizar,1517
drenar,3682
drogar,396
duvidar,32
ecoar,1224
economizar,1004
edificar,1862
editar,3642
efetivar,2198
embeber,115
embolar,794
embriagar,636
emocionar,331
empachar,200
empreender,670
empregar,304
emprestar,1365
empurrar,389
encaixar,863
encaminhar,913
encapar,454
encenar,1710
encharcar,115
encolher,920
encorajar,425
encostar,389
endurecer,850
enfiar,1271
enforcar,703
enganar,1265
engasgar,1102
engolir,1545
engravidar,2170
enjoar,199
enriquecer,1613
ensopar,115
entalar,389
entupir,287
entortar,794
entreolhar,291
entrevistar,103
enviuvar,2829
equilibrar,2002
equivocar,556
esclarecer,430
escorrer,115
escorregar,729
escurecer,2986
esfaquear,703
esfregar,115
esmaecer,2986
esmagar,394
esmurrar,703
espancar,703
espantar,481
especializar,633
especificar,128
espetar,389
espichar,185
espirrar,777
espremer,115
esquadrinhar,2350
esquivar,860
estabilizar,181
estalar,310
estancar,371
estender,185
esticar,185
estimular,425
estourar,236
estragar,1536
estressar,650
estuprar,1904
evacuar,2596
evadir,3064
evoluir,1613
exercer,659
exibir,3017
expectar,200
expectorar,1921
expulsar,905
exteriorizar,1976
externar,1976
extinguir,821
fabricar,536
facilitar,2548
fadigar,1152
falecer,120
falir,2053
familiarizar,55
farejar,2608
farfalhar,3976
fascinar,153
ferir,2288
fermentar,1223
ferver,951
ferventar,1921
filhar,200
filmar,488
filtrar,2070
fixar,2251
flagrar,3739
florescer,1172
flutuar,849
fofocar,126
forcar,1152
formigar,66
formular,1987
fortalecer,181
fraldar,295
franzir,712
fraturar,2568
fumar,2439
garoar,405
gemer,1049
gerar,3718
gesticular,701
golpear,523
gravar,488
herdar,1576
hesitar,32
homicidar,200
homicidiar,200
honrar,810
hospitalizar,200
impedir,1824
impelir,425
implantar,181
implementar,181
impor,665
impossibilitar,181
inalar,3911
incapacitar,1006
incendiar,236
incitar,425
incomodar,481
inflamar,236
ingerir,3674
injetar,1482
injuriar,316
inquirir,32
inscrever,785
insurgir,965
instigar,425
institucionalizar,181
instruir,1250
inteirar,55
intensificar,181
interagir,55
interferir,2548
internar,843
introduzir,50
intumescer,1921
irradiar,3035
isentar,1954
isolar,3405
jorrar,284
lacerar,1921
lacrimejar,291
lamber,268
lapidar,179
latejar,3668
legislar,659
leitar,200
lentar,295
lesionar,2568
liberar,54
lidar,2328
liquidar,1006
locar,334
locomover,1763
maçar,1289
madrugar,3278
maltratar,703
mamar,1372
mancar,2654
manifestar,181
manipular,1006
manusear,3284
maridar,200
mascar,1841
mastigar,576
medir,1905
medicamentar,200
meditar,265
melar,3090
memorizar,47
menstruar,2170
mexer,524
miar,2742
mijar,3141
minerar,543
modificar,50
moldar,2668
morder,268
motivar,425
multiplicar,257
mutilar,170
namorar,914
necrosar,1921
negligenciar,556
nevar,3179
notificar,913
nutrir,572
objetivar,181
obturar,622
ocasionar,228
ofegar,66
ofender,316
ofertar,1941
onerar,1321
orgulhar,1369
orientar,1250
ovacionar,1984
parabenizar,1865
parasitar,971
parir,2082
patentear,859
patrulhar,48
pausar,2155
pechinchar,342
pedalar,3214
pendurar,1037
pentear,2777
perfurar,676
perpetrar,126
perpetuar,434
perseguir,703
persistir,853
pesquisar,1696
picar,3363
pigarrear,1614
pinicar,66
piorar,1566
plantar,19
policiar,982
polvilhar,2390
pontar,1152
popularizar,181
posar,3691
posicionar,181
positivar,181
postar,1622
preceder,590
predizer,1230
preencher,128
pregar,2357
prensar,1665
prescrever,1497
presenciar,55
presumir,32
prever,1230
prevenir,2356
privar,205
problematizar,181
processar,420
procriar,969
programar,2420
promulgar,24
prostrar,2522
protagonizar,181
protestar,965
provir,2984
punir,3505
puxar,215
queixar,3460
questionar,32
rachar,2104
radiar,3035
raspar,2634
ratificar,24
reagir,2544
reaparecer,1084
reavaliar,265
rebelar,1123
rechear,3349
recolher,897
recomeçar,1275
recompensar,245
reconquistar,320
reconstituir,1356
reconstruir,1356
recordar,2354
recorrer,751
recuar,3777
recuperar,1356
reembolsar,667
reerguer,1356
reestruturar,420
refazer,1275
refogar,2852
reforçar,1753
refratar,514
regrar,982
regurgitar,1545
reinventar,1356
reivindicar,181
religar,350
remarcar,278
repelir,905
repousar,1380
repuxar,712
requerer,913
resgatar,1356
resistir,650
respeitar,556
respirar,2532
respostar,2715
ressurgir,1084
ressuscitar,224
restaurar,1356
restringir,935
resumir,430
retardar,564
retomar,1275
retrasar,3552
retrucar,1655
reverberar,175
revirar,97
revolucionar,181
riscar,601
rodopiar,849
rogar,2217
rostir,295
rotular,3773
roupar,1411
sacudir,1087
sacrificar,1374
saltitar,729
salvar,3346
sangrar,371
saraivar,200
semear,19
sentenciar,902
sequestrar,734
seringar,200
silenciar,556
simplificar,1517
sinalizar,128
sistematizar,181
sobreviver,650
sobrevoar,1279
socializar,55
socorrer,206
soldar,1594
soletrar,701
soprar,139
sovar,2209
suar,825
suavizar,1422
subestimar,556
submergir,569
submeter,483
substanciar,556
suceder,1242
sufocar,905
suicidar,703
sujar,2337
superar,3414
suplicar,476
supor,1859
suspeitar,32
sustentar,650
suturar,2054
tapear,3236
tatear,3648
temperar,367
tilintar,3976
torrar,2101
tossir,3649
traçar,684
traduzir,27
traficar,1000
tragar,3075
transar,2866
transbordar,1684
transcrever,1889
transitar,1279
transmitir,1365
transpassar,1279
transplantar,1375
traumatizar,848
travar,3404
tremer,3265
trilhar,1977
triturar,394
trombar,729
tropeçar,729
trovejar,7
turbinar,809
urinar,745
vacinar,1895
validar,1241
vandalizar,1719
verbalizar,1976
vestir,3716
vetar,2589
vezar,200
vibrar,2394
viciar,655
vidar,1411
vigiar,620
vigorar,273
vincular,597
violar,2404
violentar,703
vistoriar,1491
visualizar,181
vomitar,1545
zumbir,117
conceder,333
deve,3544
têm,2709
tornou,2190
defletir,514
receber alta,1793
passar mal,1793
surtar,3347
tomar conta,1793
alternar-se,650
chamar atenção,895
dar duro,990
baladar,178
bombar,317
botecar,200
terceirizar,39
desestimular,2548
chega,573
dar para,895
por contra a parede,1098
chamar-se,1401
deixar em paz,1793
dar-se ao luxo,1793
levar a sério,1793
cair aos pedaços,1504
dar um pulo,252
mexendo,524
acessar,861
contraindicar,137
deletar,601
reagendar,278
redirecionar,913
deixar quieto,1793
encher a lata,1793
dar sentença,611
segurar a onda,1588
trocar olhar,1793
jogar fora,895
botar de lado,1793
bater um rango,281
entubar,3758
infartar,2311
fazer amizade,1793
escutar vozes,1054
sair com,1793
automutilar,848
passar por,1793
pedrar,295
dar nó,252
dar queixa,611
dar entrada,1588
dar parte,895
clicar,583
pular corda,1793
viralizar,726
levantar hipótese,1468
levar em consideração,1793
ficar de fora,895
quem,773
nenhum,1656
ele,868
esse,2752
este,2752
eu,3815
isso,1636
seu,2265
tu,2135
tudo,1636
vários,2633
você,773
demais,482
aonde,2341
aquele,2218
ela,868
o senhor,895
nós,1204
a gente,895
aqui,355
ali,3643
perto,184
em cima,895
hoje em dia,252
onde,2341
enfim,566
tipicamente,380
nunca,1656
agora,566
não,231
por que,252
ontem,1688
apaixonadamente,74
já,3011
diariamente,74
mais,482
francamente,878
da mesma forma,1098
normalmente,878
praticamente,878
por último,895
a propósito,1654
tão,3843
implacavelmente,74
quase,566
até,2259
depois,6
literalmente,878
o tempo todo,895
progressivamente,74
de um jeito,1098
uma vez,252
curiosamente,878
atrás,6
talvez,566
eventualmente,878
consequentemente,878
através,790
antes,6
carinhosamente,74
em seguida,895
através de,895
sempre,566
em meio a,252
dentro,184
fora,184
acima do solo,895
em todo,895
ao longo de,252
embaixo,184
alhures,174
em toda parte,895
acima,207
para cima,1294
como,174
adiante,207
simultaneamente,878
no topo,990
adequadamente,74
inadequadamente,74
insuficientemente,380
suficientemente,380
gradualmente,74
rapidamente,74
lentamente,74
por volta de,252
